title;corporation;nome_cinema;sala;type;cidade;bairro;estado;price;dayOfWeek;dayAndMonth;hour;year;data
Os Suburbanos - O Filme;Cinemark;Cinemark Downtown;Sala 2;Nacional - Normal;Rio de Janeiro;Barra da Tijuca;Rio de Janeiro;38.76;sexta-feira;14/10;21:50;2022;2022-10-14T21:50:00-03:00
Os Suburbanos - O Filme;Cinemark;Cinemark Downtown;Sala 2;Nacional - Normal;Rio de Janeiro;Barra da Tijuca;Rio de Janeiro;38.76;sábado;15/10;21:50;2022;2022-10-15T21:50:00-03:00
Os Suburbanos - O Filme;Cinemark;Cinemark Downtown;Sala 2;Nacional - Normal;Rio de Janeiro;Barra da Tijuca;Rio de Janeiro;38.76;domingo;16/10;21:20;2022;2022-10-16T21:20:00-03:00
Os Suburbanos - O Filme;Cinemark;Cinemark Downtown;Sala 2;Nacional - Normal;Rio de Janeiro;Barra da Tijuca;Rio de Janeiro;25.08;segunda-feira;17/10;21:50;2022;2022-10-17T21:50:00-03:00
Os Suburbanos - O Filme;Cinemark;Cinemark Downtown;Sala 2;Nacional - Normal;Rio de Janeiro;Barra da Tijuca;Rio de Janeiro;25.08;terça-feira;18/10;21:50;2022;2022-10-18T21:50:00-03:00
Os Suburbanos - O Filme;Cinemark;Cinemark Botafogo;Sala 3;Nacional - Normal;Rio de Janeiro;Botafogo;Rio de Janeiro;41.04;sexta-feira;14/10;14:25;2022;2022-10-14T14:25:00-03:00
Os Suburbanos - O Filme;Cinemark;Cinemark Botafogo;Sala 3;Nacional - Normal;Rio de Janeiro;Botafogo;Rio de Janeiro;41.04;sábado;15/10;14:25;2022;2022-10-15T14:25:00-03:00
Os Suburbanos - O Filme;Cinemark;Cinemark Botafogo;Sala 3;Nacional - Normal;Rio de Janeiro;Botafogo;Rio de Janeiro;41.04;domingo;16/10;14:25;2022;2022-10-16T14:25:00-03:00
Os Suburbanos - O Filme;Cinemark;Cinemark Botafogo;Sala 3;Nacional - Normal;Rio de Janeiro;Botafogo;Rio de Janeiro;31.92;segunda-feira;17/10;14:25;2022;2022-10-17T14:25:00-03:00
Os Suburbanos - O Filme;Cinemark;Cinemark Botafogo;Sala 3;Nacional - Normal;Rio de Janeiro;Botafogo;Rio de Janeiro;31.92;terça-feira;18/10;14:25;2022;2022-10-18T14:25:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Bay Market;Sala 3;Nacional - Normal;Niterói;Centro;Rio de Janeiro;31.92;sexta-feira;14/10;16:30;2022;2022-10-14T16:30:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Bay Market;Sala 3;Nacional - Normal;Niterói;Centro;Rio de Janeiro;36.48;sábado;15/10;16:30;2022;2022-10-15T16:30:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Bay Market;Sala 3;Nacional - Normal;Niterói;Centro;Rio de Janeiro;36.48;domingo;16/10;15:20;2022;2022-10-16T15:20:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Bay Market;Sala 3;Nacional - Normal;Niterói;Centro;Rio de Janeiro;36.48;segunda-feira;17/10;16:30;2022;2022-10-17T16:30:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Bay Market;Sala 3;Nacional - Normal;Niterói;Centro;Rio de Janeiro;31.92;terça-feira;18/10;16:30;2022;2022-10-18T16:30:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Bay Market;Sala 3;Nacional - Normal;Niterói;Centro;Rio de Janeiro;31.92;quarta-feira;19/10;15:50;2022;2022-10-19T15:50:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Shopping Boulevard RJ;Sala 2;Nacional - Normal;Rio de Janeiro;Vila Isabel;Rio de Janeiro;29.64;sexta-feira;14/10;15:00;2022;2022-10-14T15:00:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Shopping Boulevard RJ;Sala 7;Nacional - Normal;Rio de Janeiro;Vila Isabel;Rio de Janeiro;29.64;sábado;15/10;14:25;2022;2022-10-15T14:25:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Shopping Boulevard RJ;Sala 7;Nacional - Normal;Rio de Janeiro;Vila Isabel;Rio de Janeiro;29.64;domingo;16/10;14:25;2022;2022-10-16T14:25:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Shopping Boulevard RJ;Sala 7;Nacional - Normal;Rio de Janeiro;Vila Isabel;Rio de Janeiro;19.38;segunda-feira;17/10;14:25;2022;2022-10-17T14:25:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Shopping Boulevard RJ;Sala 2;Nacional - Normal;Rio de Janeiro;Vila Isabel;Rio de Janeiro;19.38;terça-feira;18/10;15:00;2022;2022-10-18T15:00:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Nova América;Sala 4;Nacional - Normal;Rio de Janeiro;Del Castilho;Rio de Janeiro;38.76;sexta-feira;14/10;14:45;2022;2022-10-14T14:45:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Nova América;Sala 4;Nacional - Normal;Rio de Janeiro;Del Castilho;Rio de Janeiro;38.76;sexta-feira;14/10;18:50;2022;2022-10-14T18:50:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Nova América;Sala 4;Nacional - Normal;Rio de Janeiro;Del Castilho;Rio de Janeiro;38.76;sábado;15/10;14:45;2022;2022-10-15T14:45:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Nova América;Sala 4;Nacional - Normal;Rio de Janeiro;Del Castilho;Rio de Janeiro;38.76;sábado;15/10;18:50;2022;2022-10-15T18:50:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Nova América;Sala 4;Nacional - Normal;Rio de Janeiro;Del Castilho;Rio de Janeiro;38.76;domingo;16/10;14:45;2022;2022-10-16T14:45:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Nova América;Sala 4;Nacional - Normal;Rio de Janeiro;Del Castilho;Rio de Janeiro;38.76;domingo;16/10;18:50;2022;2022-10-16T18:50:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Nova América;Sala 4;Nacional - Normal;Rio de Janeiro;Del Castilho;Rio de Janeiro;38.76;segunda-feira;17/10;14:45;2022;2022-10-17T14:45:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Nova América;Sala 4;Nacional - Normal;Rio de Janeiro;Del Castilho;Rio de Janeiro;38.76;segunda-feira;17/10;18:50;2022;2022-10-17T18:50:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Nova América;Sala 4;Nacional - Normal;Rio de Janeiro;Del Castilho;Rio de Janeiro;27.36;terça-feira;18/10;18:50;2022;2022-10-18T18:50:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Nova América;Sala 4;Nacional - Normal;Rio de Janeiro;Del Castilho;Rio de Janeiro;27.36;quarta-feira;19/10;16:30;2022;2022-10-19T16:30:00-03:00
Os Suburbanos - O Filme;UCI;UCI New York City Center;Sala 7;Nacional - Normal;Rio de Janeiro;Barra da Tijuca;Rio de Janeiro;27.36;sexta-feira;14/10;17:45;2022;2022-10-14T17:45:00-03:00
Os Suburbanos - O Filme;UCI;UCI New York City Center;Sala 7;Nacional - Normal;Rio de Janeiro;Barra da Tijuca;Rio de Janeiro;46.74;sábado;15/10;19:40;2022;2022-10-15T19:40:00-03:00
Os Suburbanos - O Filme;UCI;UCI New York City Center;Sala 7;Nacional - Normal;Rio de Janeiro;Barra da Tijuca;Rio de Janeiro;46.74;domingo;16/10;19:40;2022;2022-10-16T19:40:00-03:00
Os Suburbanos - O Filme;UCI;UCI New York City Center;Sala 7;Nacional - Normal;Rio de Janeiro;Barra da Tijuca;Rio de Janeiro;35.34;segunda-feira;17/10;19:40;2022;2022-10-17T19:40:00-03:00
Os Suburbanos - O Filme;UCI;UCI New York City Center;Sala 7;Nacional - Normal;Rio de Janeiro;Barra da Tijuca;Rio de Janeiro;35.34;terça-feira;18/10;17:45;2022;2022-10-18T17:45:00-03:00
Os Suburbanos - O Filme;UCI;UCI New York City Center;Sala 7;Nacional - Normal;Rio de Janeiro;Barra da Tijuca;Rio de Janeiro;35.34;quarta-feira;19/10;17:45;2022;2022-10-19T17:45:00-03:00
Os Suburbanos - O Filme;Cinemark;Cinemark Shopping D;Sala 2;Nacional - Normal;São Paulo;Ponte Pequena;São Paulo;38.76;sexta-feira;14/10;15:10;2022;2022-10-14T15:10:00-03:00
Os Suburbanos - O Filme;Cinemark;Cinemark Shopping D;Sala 2;Nacional - Normal;São Paulo;Ponte Pequena;São Paulo;38.76;sábado;15/10;15:10;2022;2022-10-15T15:10:00-03:00
Os Suburbanos - O Filme;Cinemark;Cinemark Shopping D;Sala 2;Nacional - Normal;São Paulo;Ponte Pequena;São Paulo;38.76;domingo;16/10;15:10;2022;2022-10-16T15:10:00-03:00
Os Suburbanos - O Filme;Cinemark;Cinemark Shopping D;Sala 2;Nacional - Normal;São Paulo;Ponte Pequena;São Paulo;25.08;segunda-feira;17/10;15:10;2022;2022-10-17T15:10:00-03:00
Os Suburbanos - O Filme;Cinemark;Cinemark Shopping D;Sala 2;Nacional - Normal;São Paulo;Ponte Pequena;São Paulo;25.08;terça-feira;18/10;15:10;2022;2022-10-18T15:10:00-03:00
Os Suburbanos - O Filme;Cinemark;Cinemark Shopping D;Sala 1;Nacional - Normal;São Paulo;Ponte Pequena;São Paulo;25.08;quarta-feira;19/10;15:50;2022;2022-10-19T15:50:00-03:00
Os Suburbanos - O Filme;Cineflix;Cineflix Shopping Sul;Sala 6;Nacional - Normal;Valparaíso;Parque Esplanada III;Goiás;29.64;sexta-feira;14/10;15:15;2022;2022-10-14T15:15:00-03:00
Os Suburbanos - O Filme;Cineflix;Cineflix Shopping Sul;Sala 6;Nacional - Normal;Valparaíso;Parque Esplanada III;Goiás;29.64;sábado;15/10;15:15;2022;2022-10-15T15:15:00-03:00
Os Suburbanos - O Filme;Cineflix;Cineflix Shopping Sul;Sala 6;Nacional - Normal;Valparaíso;Parque Esplanada III;Goiás;29.64;domingo;16/10;15:15;2022;2022-10-16T15:15:00-03:00
Os Suburbanos - O Filme;Cineflix;Cineflix Shopping Sul;Sala 6;Nacional - Normal;Valparaíso;Parque Esplanada III;Goiás;25.08;segunda-feira;17/10;15:15;2022;2022-10-17T15:15:00-03:00
Os Suburbanos - O Filme;Cineflix;Cineflix Shopping Sul;Sala 6;Nacional - Normal;Valparaíso;Parque Esplanada III;Goiás;12.54;terça-feira;18/10;15:15;2022;2022-10-18T15:15:00-03:00
Os Suburbanos - O Filme;Cineflix;Cineflix Shopping Sul;Sala 6;Nacional - Normal;Valparaíso;Parque Esplanada III;Goiás;12.54;quarta-feira;19/10;15:15;2022;2022-10-19T15:15:00-03:00
Os Suburbanos - O Filme;Moviplex Cinema;Moviplex Cinema;Sala 1;Dublado - Normal;Salto;Vila Teixeira;São Paulo;14.82;sexta-feira;14/10;15:20;2022;2022-10-14T15:20:00-03:00
Os Suburbanos - O Filme;Moviplex Cinema;Moviplex Cinema;Sala 1;Dublado - Normal;Salto;Vila Teixeira;São Paulo;14.82;sábado;15/10;15:20;2022;2022-10-15T15:20:00-03:00
Os Suburbanos - O Filme;Moviplex Cinema;Moviplex Cinema;Sala 1;Dublado - Normal;Salto;Vila Teixeira;São Paulo;14.82;domingo;16/10;15:20;2022;2022-10-16T15:20:00-03:00
Os Suburbanos - O Filme;Moviplex Cinema;Moviplex Cinema;Sala 1;Dublado - Normal;Salto;Vila Teixeira;São Paulo;14.82;segunda-feira;17/10;15:20;2022;2022-10-17T15:20:00-03:00
Os Suburbanos - O Filme;Moviplex Cinema;Moviplex Cinema;Sala 1;Dublado - Normal;Salto;Vila Teixeira;São Paulo;14.82;terça-feira;18/10;15:20;2022;2022-10-18T15:20:00-03:00
Os Suburbanos - O Filme;Moviplex Cinema;Moviplex Cinema;Sala 1;Dublado - Normal;Salto;Vila Teixeira;São Paulo;11.4;quarta-feira;19/10;15:20;2022;2022-10-19T15:20:00-03:00
Os Suburbanos - O Filme;Cine Araújo;Cine Araújo Mauá;Sala 8;Nacional - Premium;Mauá;Vila Fausto Morelli;São Paulo;45.8;sexta-feira;14/10;15:30;2022;2022-10-14T15:30:00-03:00
Os Suburbanos - O Filme;Cine Araújo;Cine Araújo Mauá;Sala 8;Nacional - Premium;Mauá;Vila Fausto Morelli;São Paulo;52.67;sábado;15/10;15:30;2022;2022-10-15T15:30:00-03:00
Os Suburbanos - O Filme;Cine Araújo;Cine Araújo Mauá;Sala 8;Nacional - Premium;Mauá;Vila Fausto Morelli;São Paulo;52.67;domingo;16/10;15:30;2022;2022-10-16T15:30:00-03:00
Os Suburbanos - O Filme;Cine Araújo;Cine Araújo Mauá;Sala 8;Nacional - Premium;Mauá;Vila Fausto Morelli;São Paulo;45.8;segunda-feira;17/10;15:30;2022;2022-10-17T15:30:00-03:00
Os Suburbanos - O Filme;Cine Araújo;Cine Araújo Mauá;Sala 8;Nacional - Premium;Mauá;Vila Fausto Morelli;São Paulo;45.8;terça-feira;18/10;15:30;2022;2022-10-18T15:30:00-03:00
Os Suburbanos - O Filme;CINEMATOGRAFICA ARACRUZ LTDA;CINE RITZ ARACRUZ;Sala 2;Dublado - Normal;Aracruz;SEGATO;Espírito Santo;27.36;sexta-feira;14/10;19:30;2022;2022-10-14T19:30:00-03:00
Os Suburbanos - O Filme;CINEMATOGRAFICA ARACRUZ LTDA;CINE RITZ ARACRUZ;Sala 2;Dublado - Normal;Aracruz;SEGATO;Espírito Santo;27.36;sábado;15/10;19:30;2022;2022-10-15T19:30:00-03:00
Os Suburbanos - O Filme;CINEMATOGRAFICA ARACRUZ LTDA;CINE RITZ ARACRUZ;Sala 2;Dublado - Normal;Aracruz;SEGATO;Espírito Santo;27.36;domingo;16/10;19:30;2022;2022-10-16T19:30:00-03:00
Os Suburbanos - O Filme;CINEMATOGRAFICA ARACRUZ LTDA;CINE RITZ ARACRUZ;Sala 2;Dublado - Normal;Aracruz;SEGATO;Espírito Santo;27.36;segunda-feira;17/10;19:30;2022;2022-10-17T19:30:00-03:00
Os Suburbanos - O Filme;CINEMATOGRAFICA ARACRUZ LTDA;CINE RITZ ARACRUZ;Sala 2;Dublado - Normal;Aracruz;SEGATO;Espírito Santo;27.36;terça-feira;18/10;19:30;2022;2022-10-18T19:30:00-03:00
Os Suburbanos - O Filme;CINEMATOGRAFICA ARACRUZ LTDA;CINE RITZ ARACRUZ;Sala 2;Dublado - Normal;Aracruz;SEGATO;Espírito Santo;13.68;quarta-feira;19/10;19:30;2022;2022-10-19T19:30:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Shopping Parque Bahia;Sala 6;Nacional - Normal;Lauro de Freitas;Centro;Bahia;36.48;sexta-feira;14/10;15:00;2022;2022-10-14T15:00:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Shopping Parque Bahia;Sala 6;Nacional - Normal;Lauro de Freitas;Centro;Bahia;36.48;sábado;15/10;15:00;2022;2022-10-15T15:00:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Shopping Parque Bahia;Sala 6;Nacional - Normal;Lauro de Freitas;Centro;Bahia;36.48;domingo;16/10;15:00;2022;2022-10-16T15:00:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Shopping Parque Bahia;Sala 6;Nacional - Normal;Lauro de Freitas;Centro;Bahia;29.64;segunda-feira;17/10;15:00;2022;2022-10-17T15:00:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Shopping Parque Bahia;Sala 6;Nacional - Normal;Lauro de Freitas;Centro;Bahia;29.64;terça-feira;18/10;15:00;2022;2022-10-18T15:00:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Shopping Parque Bahia;Sala 6;Nacional - Normal;Lauro de Freitas;Centro;Bahia;29.64;quarta-feira;19/10;15:00;2022;2022-10-19T15:00:00-03:00
Os Suburbanos - O Filme;UCI;UCI Santana;Sala 6;Nacional - Normal;São Paulo;Lauzane Paulista;São Paulo;41.04;sábado;15/10;13:05;2022;2022-10-15T13:05:00-03:00
Os Suburbanos - O Filme;UCI;UCI Santana;Sala 6;Nacional - Normal;São Paulo;Lauzane Paulista;São Paulo;41.04;domingo;16/10;13:05;2022;2022-10-16T13:05:00-03:00
Os Suburbanos - O Filme;Cine Art MG;Cineart Del Rey;Sala 5;Nacional - Normal;Belo Horizonte;Caiçara;Minas Gerais;39.86;sexta-feira;14/10;18:35;2022;2022-10-14T18:35:00-03:00
Os Suburbanos - O Filme;Cine Art MG;Cineart Del Rey;Sala 5;Nacional - Normal;Belo Horizonte;Caiçara;Minas Gerais;39.86;sábado;15/10;18:35;2022;2022-10-15T18:35:00-03:00
Os Suburbanos - O Filme;Cine Art MG;Cineart Del Rey;Sala 5;Nacional - Normal;Belo Horizonte;Caiçara;Minas Gerais;39.86;domingo;16/10;18:35;2022;2022-10-16T18:35:00-03:00
Os Suburbanos - O Filme;Cine Art MG;Cineart Del Rey;Sala 5;Nacional - Normal;Belo Horizonte;Caiçara;Minas Gerais;31.89;segunda-feira;17/10;18:35;2022;2022-10-17T18:35:00-03:00
Os Suburbanos - O Filme;Cine Art MG;Cineart Del Rey;Sala 5;Nacional - Normal;Belo Horizonte;Caiçara;Minas Gerais;17.07;terça-feira;18/10;18:35;2022;2022-10-18T18:35:00-03:00
Os Suburbanos - O Filme;Cine Art MG;Cineart Del Rey;Sala 5;Nacional - Normal;Belo Horizonte;Caiçara;Minas Gerais;29.61;quarta-feira;19/10;16:45;2022;2022-10-19T16:45:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Horto Bela Vista;Sala 8;Nacional - Normal;Salvador;Cábula;Bahia;43.32;sexta-feira;14/10;14:40;2022;2022-10-14T14:40:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Horto Bela Vista;Sala 8;Nacional - Normal;Salvador;Cábula;Bahia;43.32;sábado;15/10;14:40;2022;2022-10-15T14:40:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Horto Bela Vista;Sala 8;Nacional - Normal;Salvador;Cábula;Bahia;43.32;domingo;16/10;14:40;2022;2022-10-16T14:40:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Horto Bela Vista;Sala 8;Nacional - Normal;Salvador;Cábula;Bahia;37.62;segunda-feira;17/10;14:40;2022;2022-10-17T14:40:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Horto Bela Vista;Sala 8;Nacional - Normal;Salvador;Cábula;Bahia;37.62;terça-feira;18/10;14:40;2022;2022-10-18T14:40:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Horto Bela Vista;Sala 8;Nacional - Normal;Salvador;Cábula;Bahia;35.34;quarta-feira;19/10;14:40;2022;2022-10-19T14:40:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Estação BH;Sala 6;Nacional - Normal;Belo Horizonte;Dona Clara;Minas Gerais;39.9;sexta-feira;14/10;14:15;2022;2022-10-14T14:15:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Estação BH;Sala 6;Nacional - Normal;Belo Horizonte;Dona Clara;Minas Gerais;39.9;sábado;15/10;14:15;2022;2022-10-15T14:15:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Estação BH;Sala 6;Nacional - Normal;Belo Horizonte;Dona Clara;Minas Gerais;39.9;domingo;16/10;14:15;2022;2022-10-16T14:15:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Estação BH;Sala 6;Nacional - Normal;Belo Horizonte;Dona Clara;Minas Gerais;33.06;segunda-feira;17/10;14:15;2022;2022-10-17T14:15:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Estação BH;Sala 6;Nacional - Normal;Belo Horizonte;Dona Clara;Minas Gerais;21.66;terça-feira;18/10;14:15;2022;2022-10-18T14:15:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Estação BH;Sala 6;Nacional - Normal;Belo Horizonte;Dona Clara;Minas Gerais;33.06;quarta-feira;19/10;14:15;2022;2022-10-19T14:15:00-03:00
Os Suburbanos - O Filme;Moviecom;Moviecom Campinas;Sala 4;Nacional - Normal;Campinas;Jardim Aurélia;São Paulo;15.93;sexta-feira;14/10;17:10;2022;2022-10-14T17:10:00-03:00
Os Suburbanos - O Filme;Moviecom;Moviecom Campinas;Sala 4;Nacional - Normal;Campinas;Jardim Aurélia;São Paulo;15.93;sábado;15/10;17:10;2022;2022-10-15T17:10:00-03:00
Os Suburbanos - O Filme;Moviecom;Moviecom Campinas;Sala 4;Nacional - Normal;Campinas;Jardim Aurélia;São Paulo;15.93;domingo;16/10;17:10;2022;2022-10-16T17:10:00-03:00
Os Suburbanos - O Filme;Moviecom;Moviecom Campinas;Sala 4;Nacional - Normal;Campinas;Jardim Aurélia;São Paulo;15.93;segunda-feira;17/10;17:10;2022;2022-10-17T17:10:00-03:00
Os Suburbanos - O Filme;Moviecom;Moviecom Campinas;Sala 4;Nacional - Normal;Campinas;Jardim Aurélia;São Paulo;15.93;terça-feira;18/10;17:10;2022;2022-10-18T17:10:00-03:00
Os Suburbanos - O Filme;Moviecom;Moviecom Natal Praia Shopping;Sala 3;Nacional - Normal;Natal;Capim Macio;Rio Grande do Norte;35.34;sexta-feira;14/10;16:00;2022;2022-10-14T16:00:00-03:00
Os Suburbanos - O Filme;Moviecom;Moviecom Natal Praia Shopping;Sala 3;Nacional - Normal;Natal;Capim Macio;Rio Grande do Norte;37.62;sábado;15/10;16:00;2022;2022-10-15T16:00:00-03:00
Os Suburbanos - O Filme;Moviecom;Moviecom Natal Praia Shopping;Sala 3;Nacional - Normal;Natal;Capim Macio;Rio Grande do Norte;37.62;domingo;16/10;16:00;2022;2022-10-16T16:00:00-03:00
Os Suburbanos - O Filme;Moviecom;Moviecom Natal Praia Shopping;Sala 3;Nacional - Normal;Natal;Capim Macio;Rio Grande do Norte;17.67;segunda-feira;17/10;16:00;2022;2022-10-17T16:00:00-03:00
Os Suburbanos - O Filme;Moviecom;Moviecom Natal Praia Shopping;Sala 3;Nacional - Normal;Natal;Capim Macio;Rio Grande do Norte;17.67;terça-feira;18/10;16:00;2022;2022-10-18T16:00:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis São Bernardo do Campo;Sala 3;Nacional - Normal;São Bernardo do Campo;Centro;São Paulo;39.9;sexta-feira;14/10;14:45;2022;2022-10-14T14:45:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis São Bernardo do Campo;Sala 3;Nacional - Normal;São Bernardo do Campo;Centro;São Paulo;39.9;sábado;15/10;14:45;2022;2022-10-15T14:45:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis São Bernardo do Campo;Sala 3;Nacional - Normal;São Bernardo do Campo;Centro;São Paulo;39.9;domingo;16/10;14:45;2022;2022-10-16T14:45:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis São Bernardo do Campo;Sala 3;Nacional - Normal;São Bernardo do Campo;Centro;São Paulo;35.34;segunda-feira;17/10;14:45;2022;2022-10-17T14:45:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis São Bernardo do Campo;Sala 3;Nacional - Normal;São Bernardo do Campo;Centro;São Paulo;35.34;terça-feira;18/10;14:45;2022;2022-10-18T14:45:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis São Bernardo do Campo;Sala 3;Nacional - Normal;São Bernardo do Campo;Centro;São Paulo;35.34;quarta-feira;19/10;14:45;2022;2022-10-19T14:45:00-03:00
Os Suburbanos - O Filme;Moviecom;Moviecom Pátio Marabá;Sala 5;Nacional - Normal;Marabá;Nova Marabá;Pará;29.61;sábado;15/10;17:10;2022;2022-10-15T17:10:00-03:00
Os Suburbanos - O Filme;Moviecom;Moviecom Pátio Marabá;Sala 5;Nacional - Normal;Marabá;Nova Marabá;Pará;29.61;domingo;16/10;17:10;2022;2022-10-16T17:10:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Shopping Salvador Norte;Sala 2;Nacional - Normal;Salvador;São Cristovão;Bahia;36.48;sexta-feira;14/10;14:50;2022;2022-10-14T14:50:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Shopping Salvador Norte;Sala 2;Nacional - Normal;Salvador;São Cristovão;Bahia;36.48;sábado;15/10;14:50;2022;2022-10-15T14:50:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Shopping Salvador Norte;Sala 2;Nacional - Normal;Salvador;São Cristovão;Bahia;36.48;domingo;16/10;14:50;2022;2022-10-16T14:50:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Shopping Salvador Norte;Sala 2;Nacional - Normal;Salvador;São Cristovão;Bahia;29.64;segunda-feira;17/10;14:50;2022;2022-10-17T14:50:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Shopping Salvador Norte;Sala 2;Nacional - Normal;Salvador;São Cristovão;Bahia;29.64;terça-feira;18/10;14:50;2022;2022-10-18T14:50:00-03:00
Os Suburbanos - O Filme;Cinépolis;Cinépolis Shopping Salvador Norte;Sala 2;Nacional - Normal;Salvador;São Cristovão;Bahia;29.64;quarta-feira;19/10;14:50;2022;2022-10-19T14:50:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Madureira;Sala 1;Nacional - Normal;Rio de Janeiro;Madureira;Rio de Janeiro;36.48;sexta-feira;14/10;17:00;2022;2022-10-14T17:00:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Madureira;Sala 1;Nacional - Normal;Rio de Janeiro;Madureira;Rio de Janeiro;36.48;sexta-feira;14/10;21:15;2022;2022-10-14T21:15:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Madureira;Sala 1;Nacional - Normal;Rio de Janeiro;Madureira;Rio de Janeiro;43.32;sábado;15/10;16:15;2022;2022-10-15T16:15:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Madureira;Sala 1;Nacional - Normal;Rio de Janeiro;Madureira;Rio de Janeiro;43.32;sábado;15/10;20:20;2022;2022-10-15T20:20:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Madureira;Sala 1;Nacional - Normal;Rio de Janeiro;Madureira;Rio de Janeiro;43.32;domingo;16/10;16:15;2022;2022-10-16T16:15:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Madureira;Sala 1;Nacional - Normal;Rio de Janeiro;Madureira;Rio de Janeiro;43.32;domingo;16/10;20:20;2022;2022-10-16T20:20:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Madureira;Sala 1;Nacional - Normal;Rio de Janeiro;Madureira;Rio de Janeiro;43.32;segunda-feira;17/10;16:15;2022;2022-10-17T16:15:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Madureira;Sala 1;Nacional - Normal;Rio de Janeiro;Madureira;Rio de Janeiro;43.32;segunda-feira;17/10;20:20;2022;2022-10-17T20:20:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Madureira;Sala 1;Nacional - Normal;Rio de Janeiro;Madureira;Rio de Janeiro;36.48;terça-feira;18/10;17:00;2022;2022-10-18T17:00:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Madureira;Sala 1;Nacional - Normal;Rio de Janeiro;Madureira;Rio de Janeiro;36.48;terça-feira;18/10;21:15;2022;2022-10-18T21:15:00-03:00
Os Suburbanos - O Filme;Kinoplex;Kinoplex Madureira;Sala 1;Nacional - Normal;Rio de Janeiro;Madureira;Rio de Janeiro;36.48;quarta-feira;19/10;15:50;2022;2022-10-19T15:50:00-03:00
